Mod:Item:MetaData, Localized Name
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Fluixkristall
appliedenergistics2:material:8, Fluixstaub
appliedenergistics2:material:9, Fluixperle
appliedenergistics2:material:43, Formationskern
appliedenergistics2:material:51, Goldstaub
appliedenergistics2:material:49, Eisenstaub
appliedenergistics2:material:22, Logikprozessor
appliedenergistics2:material:15, Gravur-Logikdruck
appliedenergistics2:material:18, Gedruckter Logikschaltkreis
appliedenergistics2:material:6, Materieball
appliedenergistics2:material:21, Schreiber-Namensdruck
appliedenergistics2:material:3, Netherquarzstaub
appliedenergistics2:material:10, Reiner Certusquarzkristall
appliedenergistics2:material:12, Reiner Fluixkristall
appliedenergistics2:material:11, Reiner Netherquarzkristall
appliedenergistics2:material:48, Quantenverschränkte Singularität
appliedenergistics2:material:5, Silizium
appliedenergistics2:material:19, Gravur-Siliziumdruck
appliedenergistics2:material:20, Gedrucktes Silizium
appliedenergistics2:material:47, Singularität
appliedenergistics2:material:45, Himmelssteinstaub
appliedenergistics2:material:41, Drahtlosempfänger
appliedenergistics2:material:42, Drahtlosverstärker
appliedenergistics2:material:40, Holzzahnrad
appliedenergistics2:part:300, ME-Annihilationsfeld
appliedenergistics2:part:120, Kabelanker
appliedenergistics2:part:20, Verdecktes ME-Kabel - Weiß
appliedenergistics2:part:21, Verdecktes ME-Kabel - Orange
appliedenergistics2:part:22, Verdecktes ME-Kabel - Magenta
appliedenergistics2:part:23, Verdecktes ME-Kabel - Hellblau
appliedenergistics2:part:24, Verdecktes ME-Kabel - Gelb
appliedenergistics2:part:25, Verdecktes ME-Kabel - Hellgrün
appliedenergistics2:part:26, Verdecktes ME-Kabel - Pink
appliedenergistics2:part:27, Verdecktes ME-Kabel - Grau
appliedenergistics2:part:28, Verdecktes ME-Kabel - Hellgrau
appliedenergistics2:part:29, Verdecktes ME-Kabel - Türkis
appliedenergistics2:part:30, Verdecktes ME-Kabel - Violett
appliedenergistics2:part:31, Verdecktes ME-Kabel - Blau
appliedenergistics2:part:32, Verdecktes ME-Kabel - Braun
appliedenergistics2:part:33, Verdecktes ME-Kabel - Grün
appliedenergistics2:part:34, Verdecktes ME-Kabel - Rot
appliedenergistics2:part:35, Verdecktes ME-Kabel - Schwarz
appliedenergistics2:part:36, Verdecktes ME-Kabel - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - Weiß
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Hellblau
appliedenergistics2:part:504, ME Dense Covered Cable - Gelb
appliedenergistics2:part:505, ME Dense Covered Cable - Hellgrün
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Grau
appliedenergistics2:part:508, ME Dense Covered Cable - Hellgrau
appliedenergistics2:part:509, ME Dense Covered Cable - Türkis
appliedenergistics2:part:510, ME Dense Covered Cable - Violett
appliedenergistics2:part:511, ME Dense Covered Cable - Blau
appliedenergistics2:part:512, ME Dense Covered Cable - Braun
appliedenergistics2:part:513, ME Dense Covered Cable - Grün
appliedenergistics2:part:514, ME Dense Covered Cable - Rot
appliedenergistics2:part:515, ME Dense Covered Cable - Schwarz
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, Dichtes ME-Kabel - Weiß
appliedenergistics2:part:61, Dichtes ME-Kabel - Orange
appliedenergistics2:part:62, Dichtes ME-Kabel - Magenta
appliedenergistics2:part:63, Dichtes ME-Kabel - Hellblau
appliedenergistics2:part:64, Dichtes ME-Kabel - Gelb
appliedenergistics2:part:65, Dichtes ME-Kabel - Hellgrün
appliedenergistics2:part:66, Dichtes ME-Kabel - Pink
appliedenergistics2:part:67, Dichtes ME-Kabel - Grau
appliedenergistics2:part:68, Dichtes ME-Kabel - Hellgrau
appliedenergistics2:part:69, Dichtes ME-Kabel - Türkis
appliedenergistics2:part:70, Dichtes ME-Kabel - Violett
appliedenergistics2:part:71, Dichtes ME-Kabel - Blau
appliedenergistics2:part:72, Dichtes ME-Kabel - Braun
appliedenergistics2:part:73, Dichtes ME-Kabel - Grün
appliedenergistics2:part:74, Dichtes ME-Kabel - Rot
appliedenergistics2:part:75, Dichtes ME-Kabel - Schwarz
appliedenergistics2:part:76, Dichtes ME-Kabel - Fluix
appliedenergistics2:part:0, ME-Glaskabel - Weiß
appliedenergistics2:part:1, ME-Glaskabel - Orange
appliedenergistics2:part:2, ME-Glaskabel - Magenta
appliedenergistics2:part:3, ME-Glaskabel - Hellblau
appliedenergistics2:part:4, ME-Glaskabel - Gelb
appliedenergistics2:part:5, ME-Glaskabel - Hellgrün
appliedenergistics2:part:6, ME-Glaskabel - Pink
appliedenergistics2:part:7, ME-Glaskabel - Grau
appliedenergistics2:part:8, ME-Glaskabel - Hellgrau
appliedenergistics2:part:9, ME-Glaskabel - Türkis
appliedenergistics2:part:10, ME-Glaskabel - Violett
appliedenergistics2:part:11, ME-Glaskabel - Blau
appliedenergistics2:part:12, ME-Glaskabel - Braun
appliedenergistics2:part:13, ME-Glaskabel - Grün
appliedenergistics2:part:14, ME-Glaskabel - Rot
appliedenergistics2:part:15, ME-Glaskabel - Schwarz
appliedenergistics2:part:16, ME-Glaskabel - Fluix
appliedenergistics2:part:40, Schlaues ME-Kabel - Weiß
appliedenergistics2:part:41, Schlaues ME-Kabel - Orange
appliedenergistics2:part:42, Schlaues ME-Kabel - Magenta
appliedenergistics2:part:43, Schlaues ME-Kabel - Hellblau
appliedenergistics2:part:44, Schlaues ME-Kabel - Gelb
appliedenergistics2:part:45, Schlaues ME-Kabel - Hellgrün
appliedenergistics2:part:46, Schlaues ME-Kabel - Pink
appliedenergistics2:part:47, Schlaues ME-Kabel - Grau
appliedenergistics2:part:48, Schlaues ME-Kabel - Hellgrau
appliedenergistics2:part:49, Schlaues ME-Kabel - Türkis
appliedenergistics2:part:50, Schlaues ME-Kabel - Violett
appliedenergistics2:part:51, Schlaues ME-Kabel - Blau
appliedenergistics2:part:52, Schlaues ME-Kabel - Braun
appliedenergistics2:part:53, Schlaues ME-Kabel - Grün
appliedenergistics2:part:54, Schlaues ME-Kabel - Rot
appliedenergistics2:part:55, Schlaues ME-Kabel - Schwarz
appliedenergistics2:part:56, Schlaues ME-Kabel - Fluix
appliedenergistics2:part:420, ME-Konversionsmonitor
appliedenergistics2:part:360, ME-Fertigungskonsole
appliedenergistics2:part:200, Dunkles Leuchtfeld
appliedenergistics2:part:260, ME-Exportbus
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, ME-Formationsfeld
appliedenergistics2:part:301, ME-Identitätsannihilationsfelds
appliedenergistics2:part:240, ME-Importbus
appliedenergistics2:part:440, ME-Schnittstelle
appliedenergistics2:part:480, ME-Schnittstellenkonsole
appliedenergistics2:part:100, Invertierter schaltbarer ME-Bus
appliedenergistics2:part:280, ME-Füllstandsemitter
appliedenergistics2:part:160, Helles Leuchtfeld
appliedenergistics2:part:469, P2P-Tunnel - FE
appliedenergistics2:part:463, P2P-Tunnel - Flüssigkeiten
appliedenergistics2:part:465, P2P-Tunnel - EU
appliedenergistics2:part:462, P2P-Tunnel - Item
appliedenergistics2:part:467, P2P-Tunnel - Licht
appliedenergistics2:part:460, P2P-Tunnel - ME
appliedenergistics2:part:461, P2P-Tunnel - Redstone
appliedenergistics2:part:340, ME-Schablonenkonsole
appliedenergistics2:part:140, Quarzfaser
appliedenergistics2:part:180, Leuchtfeld
appliedenergistics2:part:220, ME-Speicherbus
appliedenergistics2:part:400, ME-Speichermonitor
appliedenergistics2:part:380, ME-Konsole
appliedenergistics2:part:80, Schaltbarer ME-Bus
auxbiomes:cracked_sand, Cracked Sand
baubles:ring:0, Bergarbeiterring
bibliocraft:bookcase:0, Eichenholz-Bücherschrank
bibliocraft:bookcase:1, Fichtenholz-Bücherschrank
bibliocraft:bookcase:2, Birkenholz-Bücherschrank
bibliocraft:bookcase:3, Tropenholz-Bücherschrank
bibliocraft:bookcase:4, Akazienholz-Bücherschrank
bibliocraft:bookcase:5, Schwarzeichenholz-Bücherschrank
bibliocraft:bookcase:6, Eingerahmter Bücherschrank
bibliocraft:bookcasecreative:0, Kreativer Eichenholz-Bücherschrank
bibliocraft:bookcasecreative:1, Kreativer Fichtenholz-Bücherschrank
bibliocraft:bookcasecreative:2, Kreativer Birkenholz-Bücherschrank
bibliocraft:bookcasecreative:3, Kreativer Tropenholz-Bücherschrank
bibliocraft:bookcasecreative:4, Kreativer Akazienholz-Bücherschrank
bibliocraft:bookcasecreative:5, Kreativer Schwarzeichenholz-Bücherschrank
bibliocraft:bookcasecreative:6, Kreativer Eingerahmter Bücherschrank
bibliocraft:shelf:0, Eichenholzregal
bibliocraft:shelf:1, Fichtenholzregal
bibliocraft:shelf:2, Birkenholzregal
bibliocraft:shelf:3, Tropenholzregal
bibliocraft:shelf:4, Akazienholzregal
bibliocraft:shelf:5, Schwarzeichenholzregal
bibliocraft:shelf:6, Eingerahmtes Regal
bibliocraft:markerpole, tile.BiblioCraft:MarkerPole.name
bibliocraft:clipboard, tile.BiblioCraft:Clipboard.name
bibliocraft:lanterngold:0, Schicke Laterne
bibliocraft:lanterngold:1, Schicke Laterne
bibliocraft:lanterngold:2, Schicke Laterne
bibliocraft:lanterngold:3, Schicke Laterne
bibliocraft:lanterngold:4, Schicke Laterne
bibliocraft:lanterngold:5, Schicke Laterne
bibliocraft:lanterngold:6, Schicke Laterne
bibliocraft:lanterngold:7, Schicke Laterne
bibliocraft:lanterngold:8, Schicke Laterne
bibliocraft:lanterngold:9, Schicke Laterne
bibliocraft:lanterngold:10, Schicke Laterne
bibliocraft:lanterngold:11, Schicke Laterne
bibliocraft:lanterngold:12, Schicke Laterne
bibliocraft:lanterngold:13, Schicke Laterne
bibliocraft:lanterngold:14, Schicke Laterne
bibliocraft:lanterngold:15, Schicke Laterne
bibliocraft:lanterniron:0, Schicke Laterne
bibliocraft:lanterniron:1, Schicke Laterne
bibliocraft:lanterniron:2, Schicke Laterne
bibliocraft:lanterniron:3, Schicke Laterne
bibliocraft:lanterniron:4, Schicke Laterne
bibliocraft:lanterniron:5, Schicke Laterne
bibliocraft:lanterniron:6, Schicke Laterne
bibliocraft:lanterniron:7, Schicke Laterne
bibliocraft:lanterniron:8, Schicke Laterne
bibliocraft:lanterniron:9, Schicke Laterne
bibliocraft:lanterniron:10, Schicke Laterne
bibliocraft:lanterniron:11, Schicke Laterne
bibliocraft:lanterniron:12, Schicke Laterne
bibliocraft:lanterniron:13, Schicke Laterne
bibliocraft:lanterniron:14, Schicke Laterne
bibliocraft:lanterniron:15, Schicke Laterne
bibliocraft:lampgold:0, Schicke Lampe
bibliocraft:lampgold:1, Schicke Lampe
bibliocraft:lampgold:2, Schicke Lampe
bibliocraft:lampgold:3, Schicke Lampe
bibliocraft:lampgold:4, Schicke Lampe
bibliocraft:lampgold:5, Schicke Lampe
bibliocraft:lampgold:6, Schicke Lampe
bibliocraft:lampgold:7, Schicke Lampe
bibliocraft:lampgold:8, Schicke Lampe
bibliocraft:lampgold:9, Schicke Lampe
bibliocraft:lampgold:10, Schicke Lampe
bibliocraft:lampgold:11, Schicke Lampe
bibliocraft:lampgold:12, Schicke Lampe
bibliocraft:lampgold:13, Schicke Lampe
bibliocraft:lampgold:14, Schicke Lampe
bibliocraft:lampgold:15, Schicke Lampe
bibliocraft:lampiron:0, Schicke Lampe
bibliocraft:lampiron:1, Schicke Lampe
bibliocraft:lampiron:2, Schicke Lampe
bibliocraft:lampiron:3, Schicke Lampe
bibliocraft:lampiron:4, Schicke Lampe
bibliocraft:lampiron:5, Schicke Lampe
bibliocraft:lampiron:6, Schicke Lampe
bibliocraft:lampiron:7, Schicke Lampe
bibliocraft:lampiron:8, Schicke Lampe
bibliocraft:lampiron:9, Schicke Lampe
bibliocraft:lampiron:10, Schicke Lampe
bibliocraft:lampiron:11, Schicke Lampe
bibliocraft:lampiron:12, Schicke Lampe
bibliocraft:lampiron:13, Schicke Lampe
bibliocraft:lampiron:14, Schicke Lampe
bibliocraft:lampiron:15, Schicke Lampe
bibliocraft:furniturepaneler:0, Eichenholz-Möbeleinrahmer
bibliocraft:furniturepaneler:1, Fichtenholz-Möbeleinrahmer
bibliocraft:furniturepaneler:2, Birkenholz-Möbeleinrahmer
bibliocraft:furniturepaneler:3, Tropenholz-Möbeleinrahmer
bibliocraft:furniturepaneler:4, Akazienholz-Möbeleinrahmer
bibliocraft:furniturepaneler:5, Schwarzeichenholz-Möbeleinrahmer
bibliocraft:furniturepaneler:6, Eingerahmter Möbeleinrahmer
bibliocraft:framedchest:0, Eingerahmte Eichenholztruhe
bibliocraft:framedchest:1, Eingerahmte Fichtenholztruhe
bibliocraft:framedchest:2, Eingerahmte Birkenholztruhe
bibliocraft:framedchest:3, Eingerahmte Tropenholztruhe
bibliocraft:framedchest:4, Eingerahmte Akazienholztruhe
bibliocraft:framedchest:5, Eingerahmte Schwarzeichenholztruhe
bibliocraft:framedchest:6, Eingerahmte Eingerahmte Eichenholztruhe
bibliocraft:fancysign:0, Schickes Eichenholzschild
bibliocraft:fancysign:1, Schickes Fichtenholzschild
bibliocraft:fancysign:2, Schickes Birkenholzschild
bibliocraft:fancysign:3, Schickes Tropenholzschild
bibliocraft:fancysign:4, Schickes Akazienholzschild
bibliocraft:fancysign:5, Schickes Schwarzeichenholzschild
bibliocraft:fancysign:6, Eingerahmtes Schickes Schild
bibliocraft:fancyworkbench:0, Schicke Eichenholzwerkbank
bibliocraft:fancyworkbench:1, Schicke Fichtenholzwerkbank
bibliocraft:fancyworkbench:2, Schicke Birkenholzwerkbank
bibliocraft:fancyworkbench:3, Schicke Tropenholzwerkbank
bibliocraft:fancyworkbench:4, Schicke Akazienholzwerkbank
bibliocraft:fancyworkbench:5, Schwarzeichenholzwerkbank
bibliocraft:fancyworkbench:6, Eingerahmte Schicke Werkbank
bibliocraft:potionshelf:0, Eichenholz-Trankregal
bibliocraft:potionshelf:1, Fichtenholz-Trankregal
bibliocraft:potionshelf:2, Birkenholz-Trankregal
bibliocraft:potionshelf:3, Tropenholz-Trankregal
bibliocraft:potionshelf:4, Akazienholz-Trankregal
bibliocraft:potionshelf:5, Schwarzeichenholz-Trankregal
bibliocraft:potionshelf:6, Eingerahmtes Trankregal
bibliocraft:toolrack:0, Eichenholz-Werkzeugregal
bibliocraft:toolrack:1, Fichtenholz-Werkzeugregal
bibliocraft:toolrack:2, Birkenholz-Werkzeugregal
bibliocraft:toolrack:3, Tropenholz-Werkzeugregal
bibliocraft:toolrack:4, Akazienholz-Werkzeugregal
bibliocraft:toolrack:5, Schwarzeichenholz-Werkzeugregal
bibliocraft:toolrack:6, Eingerahmtes Werkzeugregal
bibliocraft:label:0, Eichenholzschildchen
bibliocraft:label:1, Fichtenholzschildchen
bibliocraft:label:2, Birkenholzschildchen
bibliocraft:label:3, Tropenholzschildchen
bibliocraft:label:4, Akazienholzschildchen
bibliocraft:label:5, Schwarzeichenholzschildchen
bibliocraft:label:6, Eingerahmtes Schildchen
bibliocraft:desk:0, Eichenholzschreibtisch
bibliocraft:desk:1, Fichtenholzschreibtisch
bibliocraft:desk:2, Birkenholzschreibtisch
bibliocraft:desk:3, Tropenholzschreibtisch
bibliocraft:desk:4, Akazienholzschreibtisch
bibliocraft:desk:5, Schwarzeichenholzschreibtisch
bibliocraft:desk:6, Eingerahmter Schreibtisch
bibliocraft:table:0, Eichenholztisch
bibliocraft:table:1, Fichtenholztisch
bibliocraft:table:2, Birkenholztisch
bibliocraft:table:3, Tropenholztisch
bibliocraft:table:4, Akazienholztisch
bibliocraft:table:5, Schwarzeichenholztisch
bibliocraft:table:6, Eingerahmter Tisch
bibliocraft:seat:0, Eichenholzsitz
bibliocraft:seat:1, Fichtenholzsitz
bibliocraft:seat:2, Birkenholzsitz
bibliocraft:seat:3, Tropenholzsitz
bibliocraft:seat:4, Akazienholzsitz
bibliocraft:seat:5, Schwarzeichenholzsitz
bibliocraft:seat:6, Eingerahmter Sitz
bibliocraft:clock:0, Eichenholzuhr
bibliocraft:clock:1, Fichtenholzuhr
bibliocraft:clock:2, Birkenholzuhr
bibliocraft:clock:3, Tropenholzuhr
bibliocraft:clock:4, Akazienholzuhr
bibliocraft:clock:5, Schwarzeichenholzuhr
bibliocraft:clock:6, Eingerahmte Uhr
bibliocraft:case:0, Eichenholz-Schaukasten
bibliocraft:case:1, Fichtenholz-Schaukasten
bibliocraft:case:2, Birkenholz-Schaukasten
bibliocraft:case:3, Tropenholz-Schaukasten
bibliocraft:case:4, Akazienholz-Schaukasten
bibliocraft:case:5, Schwarzeichenholz-Schaukasten
bibliocraft:case:6, Eingerahmter Schaukasten
bibliocraft:mapframe:0, Eichenholz-Kartenrahmen
bibliocraft:mapframe:1, Fichtenholz-Kartenrahmen
bibliocraft:mapframe:2, Birkenholz-Kartenrahmen
bibliocraft:mapframe:3, Tropenholz-Kartenrahmen
bibliocraft:mapframe:4, Akazienholz-Kartenrahmen
bibliocraft:mapframe:5, Schwarzeichenholz-Kartenrahmen
bibliocraft:mapframe:6, Eingerahmter Kartenrahmen
bibliocraft:paintingframeflat:0, Eichenholz-Gemälderahmen
bibliocraft:paintingframeflat:1, Fichtenholz-Gemälderahmen
bibliocraft:paintingframeflat:2, Birkenholz-Gemälderahmen
bibliocraft:paintingframeflat:3, Tropenholz-Gemälderahmen
bibliocraft:paintingframeflat:4, Akazienholz-Gemälderahmen
bibliocraft:paintingframeflat:5, Schwarzeichenholz-Gemälderahmen
bibliocraft:paintingframeflat:6, Eingerahmter Gemälderahmen
bibliocraft:paintingframesimple:0, Eichenholz-Gemälderahmen
bibliocraft:paintingframesimple:1, Fichtenholz-Gemälderahmen
bibliocraft:paintingframesimple:2, Birkenholz-Gemälderahmen
bibliocraft:paintingframesimple:3, Tropenholz-Gemälderahmen
bibliocraft:paintingframesimple:4, Akazienholz-Gemälderahmen
bibliocraft:paintingframesimple:5, Schwarzeichenholz-Gemälderahmen
bibliocraft:paintingframesimple:6, Eingerahmter Gemälderahmen
bibliocraft:paintingframemiddle:0, Eichenholz-Gemälderahmen
bibliocraft:paintingframemiddle:1, Fichtenholz-Gemälderahmen
bibliocraft:paintingframemiddle:2, Birkenholz-Gemälderahmen
bibliocraft:paintingframemiddle:3, Tropenholz-Gemälderahmen
bibliocraft:paintingframemiddle:4, Akazienholz-Gemälderahmen
bibliocraft:paintingframemiddle:5, Schwarzeichenholz-Gemälderahmen
bibliocraft:paintingframemiddle:6, Eingerahmter Gemälderahmen
bibliocraft:paintingframefancy:0, Eichenholz-Gemälderahmen
bibliocraft:paintingframefancy:1, Fichtenholz-Gemälderahmen
bibliocraft:paintingframefancy:2, Birkenholz-Gemälderahmen
bibliocraft:paintingframefancy:3, Tropenholz-Gemälderahmen
bibliocraft:paintingframefancy:4, Akazienholz-Gemälderahmen
bibliocraft:paintingframefancy:5, Schwarzeichenholz-Gemälderahmen
bibliocraft:paintingframefancy:6, Eingerahmter Gemälderahmen
bibliocraft:paintingframeborderless:0, Eichenholz-Gemälderahmen
bibliocraft:paintingframeborderless:1, Fichtenholz-Gemälderahmen
bibliocraft:paintingframeborderless:2, Birkenholz-Gemälderahmen
bibliocraft:paintingframeborderless:3, Tropenholz-Gemälderahmen
bibliocraft:paintingframeborderless:4, Akazienholz-Gemälderahmen
bibliocraft:paintingframeborderless:5, Schwarzeichenholz-Gemälderahmen
bibliocraft:paintingframeborderless:6, Eingerahmter Gemälderahmen
bibliocraft:paintingpress, Gemäldepresse
bibliocraft:typewriter:0, Weiße Schreibmaschine
bibliocraft:typewriter:1, Hellgraue Schreibmaschine
bibliocraft:typewriter:2, Graue Schreibmaschine
bibliocraft:typewriter:3, Schwarze Schreibmaschine
bibliocraft:typewriter:4, Rote Schreibmaschine
bibliocraft:typewriter:5, Orange Schreibmaschine
bibliocraft:typewriter:6, Gelbe Schreibmaschine
bibliocraft:typewriter:7, Hellgrüne Schreibmaschine
bibliocraft:typewriter:8, Grüne Schreibmaschine
bibliocraft:typewriter:9, Türkise
bibliocraft:typewriter:10, Hellblaue Schreibmaschine
bibliocraft:typewriter:11, Blaue Schreibmaschine
bibliocraft:typewriter:12, Violette Schreibmaschine
bibliocraft:typewriter:13, Magentafarbene Schreibmaschine
bibliocraft:typewriter:14, Pinke Schreibmaschine
bibliocraft:typewriter:15, Braune Schreibmaschine
bibliocraft:swordpedestal:0, Schwertsockel
bibliocraft:swordpedestal:1, Schwertsockel
bibliocraft:swordpedestal:2, Schwertsockel
bibliocraft:swordpedestal:3, Schwertsockel
bibliocraft:swordpedestal:4, Schwertsockel
bibliocraft:swordpedestal:5, Schwertsockel
bibliocraft:swordpedestal:6, Schwertsockel
bibliocraft:swordpedestal:7, Schwertsockel
bibliocraft:swordpedestal:8, Schwertsockel
bibliocraft:swordpedestal:9, Schwertsockel
bibliocraft:swordpedestal:10, Schwertsockel
bibliocraft:swordpedestal:11, Schwertsockel
bibliocraft:swordpedestal:12, Schwertsockel
bibliocraft:swordpedestal:13, Schwertsockel
bibliocraft:swordpedestal:14, Schwertsockel
bibliocraft:swordpedestal:15, Schwertsockel
bibliocraft:armorstand:0, Eichenholz-Rüstungsständer
bibliocraft:armorstand:1, Fichtenholz-Rüstungsständer
bibliocraft:armorstand:2, Birkenholz-Rüstungsständer
bibliocraft:armorstand:3, Tropenholz-Rüstungsständer
bibliocraft:armorstand:4, Akazienholz-Rüstungsständer
bibliocraft:armorstand:5, Schwarzeichenholz-Rüstungsständer
bibliocraft:armorstand:6, Eingerahmter Rüstungsständer
bibliocraft:bell, Schreibtischglocke
bibliocraft:typesettingtable, Drucksetzer
bibliocraft:printingpress, Druckpresse
bibliocraft:cookiejar, Keksglas
bibliocraft:dinnerplate, Teller
bibliocraft:discrack, Plattenregal
bibliocraft:compass, Kompass
bibliocraft:maptool, Stechzirkel
bibliocraft:seatback1:0, Eichenholzsitzlehne
bibliocraft:seatback1:1, Fichtenholzsitzlehne
bibliocraft:seatback1:2, Birkenholzsitzlehne
bibliocraft:seatback1:3, Tropenholzsitzlehne
bibliocraft:seatback1:4, Akazienholzsitzlehne
bibliocraft:seatback1:5, Schwarzeichenholzsitzlehne
bibliocraft:seatback1:6, Eingerahmte Sitzlehne
bibliocraft:seatback2:0, Eichenholzsitzlehne
bibliocraft:seatback2:1, Fichtenholzsitzlehne
bibliocraft:seatback2:2, Birkenholzsitzlehne
bibliocraft:seatback2:3, Tropenholzsitzlehne
bibliocraft:seatback2:4, Akazienholzsitzlehne
bibliocraft:seatback2:5, Schwarzeichenholzsitzlehne
bibliocraft:seatback2:6, Eingerahmte Sitzlehne
bibliocraft:seatback3:0, Eichenholzsitzlehne
bibliocraft:seatback3:1, Fichtenholzsitzlehne
bibliocraft:seatback3:2, Birkenholzsitzlehne
bibliocraft:seatback3:3, Tropenholzsitzlehne
bibliocraft:seatback3:4, Akazienholzsitzlehne
bibliocraft:seatback3:5, Schwarzeichenholzsitzlehne
bibliocraft:seatback3:6, Eingerahmte Sitzlehne
bibliocraft:seatback4:0, Eichenholzsitzlehne
bibliocraft:seatback4:1, Fichtenholzsitzlehne
bibliocraft:seatback4:2, Birkenholzsitzlehne
bibliocraft:seatback4:3, Tropenholzsitzlehne
bibliocraft:seatback4:4, Akazienholzsitzlehne
bibliocraft:seatback4:5, Schwarzeichenholzsitzlehne
bibliocraft:seatback4:6, Eingerahmte Sitzlehne
bibliocraft:seatback5:0, Eichenholzsitzlehne
bibliocraft:seatback5:1, Fichtenholzsitzlehne
bibliocraft:seatback5:2, Birkenholzsitzlehne
bibliocraft:seatback5:3, Tropenholzsitzlehne
bibliocraft:seatback5:4, Akazienholzsitzlehne
bibliocraft:seatback5:5, Schwarzeichenholzsitzlehne
bibliocraft:seatback5:6, Eingerahmte Sitzlehne
bibliocraft:stockroomcatalog, Lagerkatalog
bibliocraft:plumbline, Lot
bibliocraft:framingsaw, Einrahmsäge
bibliocraft:framingboard, Rahmenbrett
bibliocraft:framingsheet, Rahmenplatte
bibliocraft:testeritem, ItemStack-Namenstester
bibliocraft:atlasbook:0, Atlas
bibliocraft:atlasplate, Atlasplatte
bibliocraft:deathcompass, Ewiger Kompass
bibliocraft:paintingcanvas, Gemäldeleinwand
bibliocraft:bigbook, Dickes Schreibbuch
bibliocraft:recipebook, Leeres Rezeptbuch
bibliocraft:slottedbook, Schlitzbuch
bibliocraft:handdrill, Handbohrer
bibliocraft:tapemeasure, Maßband
bibliocraft:tape, Maßbandrolle
bibliocraft:bibliochase, Drucksatzrahmen
bibliocraft:printplate, Drucksatz
bibliocraft:enchantedplate, Verzauberter Satz
bibliocraft:biblioredbook, Redstone: Band I
bibliocraft:biblioglasses:0, Lesebrille
bibliocraft:biblioglasses:1, Getönte Brille
bibliocraft:biblioglasses:2, Monokel
bibliocraft:bibliodrill, Schraubendreher
bibliocraft:bibliocreativelock, Schlüssel und Schloss
bibliocraft:biblioclipboard, Klemmbrett
buildcraftlib:guide, BuildCraft Guide Book
buildcraftlib:guide_note, BuildCraft Guide Book Note
buildcraftlib:debugger, Debugger
chisel:auto_chisel, Auto Chisel
chisel:chisel_iron, Chisel
chisel:chisel_diamond, Diamond Chisel
chisel:chisel_hitech, iChisel
chisel:offsettool, Ender Offset Wand
storagedrawers:upgrade_template, Upgradeschablone
storagedrawers:upgrade_storage:0, Speicher-Upgrade (I)
storagedrawers:upgrade_storage:1, Speicher-Upgrade (II)
storagedrawers:upgrade_storage:2, Speicher-Upgrade (III)
storagedrawers:upgrade_storage:3, Speicher-Upgrade (IV)
storagedrawers:upgrade_storage:4, Speicher-Upgrade (V)
storagedrawers:upgrade_one_stack, Speicher-Downgrade
storagedrawers:upgrade_status:0, Status-Upgrade (I)
storagedrawers:upgrade_status:1, Status-Upgrade (II)
storagedrawers:upgrade_void, Void-Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Kreativ-Speicherupgrade
storagedrawers:upgrade_creative:1, Kreativ-Automatenupgrade
storagedrawers:upgrade_redstone:0, Redstone-Upgrade
storagedrawers:upgrade_redstone:1, Redstone-Upgrade (Max)
storagedrawers:upgrade_redstone:2, Redstone-Upgrade (Min)
storagedrawers:drawer_key, Schubfachschlüssel
storagedrawers:shroud_key, Verbergungsschlüssel
storagedrawers:personal_key, Persönlicher Schlüssel
storagedrawers:quantify_key, Füllstandschlüssel
storagedrawers:tape, Packband
storagedrawers:basicdrawers:0, Standard-Schubfach
storagedrawers:basicdrawers:0, Standard-Schubfach
storagedrawers:basicdrawers:0, Standard-Schubfach
storagedrawers:basicdrawers:0, Standard-Schubfach
storagedrawers:basicdrawers:0, Standard-Schubfach
storagedrawers:basicdrawers:0, Standard-Schubfach
storagedrawers:basicdrawers:1, Standard-Schubfächer 1x2
storagedrawers:basicdrawers:1, Standard-Schubfächer 1x2
storagedrawers:basicdrawers:1, Standard-Schubfächer 1x2
storagedrawers:basicdrawers:1, Standard-Schubfächer 1x2
storagedrawers:basicdrawers:1, Standard-Schubfächer 1x2
storagedrawers:basicdrawers:1, Standard-Schubfächer 1x2
storagedrawers:basicdrawers:2, Standard-Schubfächer 2x2
